timestamp,reference,reconstructed,raw
17.47,64.356301,64.3599223754716,6436
17.48,64.334724,64.32992240876439,6433
17.49,64.313158,64.3099224309596,6431
17.5,64.291604,64.28992245315479,6429
17.51,64.270062,64.26992247534997,6427
17.52,64.248531,64.24992249754519,6425
17.53,64.227011,64.22992251974037,6423
17.54,64.205503,64.20992254193555,6421
17.55,64.184007,64.17992257522835,6418
17.56,64.162522,64.15992259742356,6416
17.57,64.141048,64.13992261961874,6414
17.58,64.119587,64.11992264181393,6412
17.59,64.098136,64.09992266400914,6410
17.6,64.076697,64.07992268620433,6408
17.61,64.055269,64.05992270839951,6406
17.62,64.033853,64.0299227416923,6403
17.63,64.012448,64.00992276388752,6401
17.64,63.991055,63.98992278608271,6399
17.65,63.969673,63.9699228082779,6397
17.66,63.948303,63.94992283047309,6395
17.67,63.926944,63.92992285266829,6393
17.68,63.905596,63.90992287486348,6391
17.69,63.88426,63.879922908156274,6388
17.7,63.862935,63.859922930351466,6386
17.71,63.841621,63.839922952546665,6384
17.72,63.820319,63.81992297474186,6382
17.73,63.799028,63.79992299693705,6380
17.74,63.777748,63.77992301913225,6378
17.75,63.75648,63.75992304132744,6376
17.76,63.735223,63.73992306352263,6374
17.77,63.713977,63.70992309681542,6371
17.78,63.692742,63.68992311901062,6369
17.79,63.671519,63.669923141205814,6367
17.8,63.650307,63.649923163401006,6365
17.81,63.629107,63.629923185596205,6363
17.82,63.607917,63.6099232077914,6361
17.83,63.586739,63.58992322998659,6359
17.84,63.565572,63.56992325218179,6357
17.85,63.544416,63.53992328547458,6354
17.86,63.523272,63.51992330766977,6352
17.87,63.502138,63.49992332986496,6350
17.88,63.481016,63.47992335206016,6348
17.89,63.459905,63.459923374255354,6346
17.9,63.438805,63.43992339645055,6344
17.91,63.417717,63.419923418645745,6342
17.92,63.396639,63.39992344084094,6340
17.93,63.375573,63.379923463036135,6338
17.94,63.354518,63.34992349632893,6335
17.95,63.333473,63.32992351852412,6333
17.96,63.31244,63.30992354071931,6331
17.97,63.291418,63.28992356291451,6329
17.98,63.270408,63.2699235851097,6327
17.99,63.249408,63.24992360730489,6325
18.0,63.228419,63.22992362950009,6323
18.01,63.207441,63.209923651695284,6321
18.02,63.186475,63.189923673890476,6319
18.03,63.165519,63.169923696085675,6317
18.04,63.144575,63.13992372937847,6314
18.05,63.123641,63.11992375157366,6312
18.06,63.102719,63.09992377376885,6310
18.07,63.081807,63.07992379596405,6308
18.08,63.060907,63.05992381815924,6306
18.09,63.040017,63.03992384035443,6304
18.1,63.019139,63.01992386254963,6302
18.11,62.998271,62.999923884744824,6300
18.12,62.977415,62.979923906940016,6298
18.13,62.956569,62.959923929135215,6296
18.14,62.935734,62.93992395133041,6294
18.15,62.914911,62.9099239846232,6291
18.16,62.894098,62.8899240068184,6289
18.17,62.873296,62.86992402901359,6287
18.18,62.852505,62.84992405120878,6285
18.19,62.831725,62.82992407340398,6283
18.2,62.810955,62.80992409559917,6281
18.21,62.790197,62.789924117794364,6279
18.22,62.769449,62.76992413998956,6277
18.23,62.748713,62.749924162184755,6275
18.24,62.727987,62.729924184379946,6273
18.25,62.707272,62.709924206575145,6271
18.26,62.686568,62.68992422877034,6269
18.27,62.665874,62.66992425096553,6267
18.28,62.645192,62.64992427316073,6265
18.29,62.62452,62.61992430645352,6262
18.3,62.603859,62.59992432864871,6260
18.31,62.583209,62.5799243508439,6258
18.32,62.56257,62.5599243730391,6256
18.33,62.541941,62.539924395234294,6254
18.34,62.521323,62.519924417429486,6252
18.35,62.500716,62.499924439624685,6250
18.36,62.480119,62.47992446181988,6248
18.37,62.459534,62.45992448401507,6246
18.38,62.438959,62.43992450621027,6244
18.39,62.418394,62.41992452840546,6242
18.4,62.397841,62.39992455060065,6240
18.41,62.377298,62.37992457279585,6238
18.42,62.356766,62.35992459499104,6236
18.43,62.336244,62.339924617186234,6234
18.44,62.315733,62.31992463938143,6232
18.45,62.295233,62.299924661576625,6230
18.46,62.274744,62.26992469486942,6227
18.47,62.254265,62.249924717064616,6225
18.48,62.233796,62.22992473925981,6223
18.49,62.213339,62.209924761455,6221
18.5,62.192892,62.1899247836502,6219
18.51,62.172455,62.16992480584539,6217
18.52,62.152029,62.14992482804058,6215
18.53,62.131614,62.12992485023578,6213
18.54,62.111209,62.10992487243097,6211
18.55,62.090815,62.089924894626165,6209
18.56,62.070431,62.069924916821364,6207
18.57,62.050058,62.049924939016556,6205
18.58,62.029696,62.02992496121175,6203
18.59,62.009344,62.00992498340695,6201
18.6,61.989002,61.98992500560214,6199
18.61,61.968671,61.96992502779733,6197
18.62,61.948351,61.94992504999253,6195
18.63,61.928041,61.92992507218772,6193
18.64,61.907741,61.90992509438291,6191
18.65,61.887452,61.88992511657811,6189
18.66,61.867174,61.869925138773304,6187
18.67,61.846906,61.849925160968496,6185
18.68,61.826648,61.829925183163695,6183
18.69,61.806401,61.80992520535889,6181
18.7,61.786164,61.78992522755408,6179
18.71,61.765938,61.76992524974928,6177
18.72,61.745722,61.74992527194447,6175
18.73,61.725516,61.72992529413967,6173
18.74,61.705321,61.70992531633486,6171
18.75,61.685136,61.68992533853005,6169
18.76,61.664962,61.659925371822844,6166
18.77,61.644798,61.63992539401804,6164
18.78,61.624644,61.619925416213235,6162
18.79,61.604501,61.59992543840843,6160
18.8,61.584368,61.579925460603626,6158
18.81,61.564245,61.55992548279882,6156
18.82,61.544133,61.53992550499401,6154
18.83,61.524031,61.51992552718921,6152
18.84,61.503939,61.4999255493844,6150
18.85,61.483858,61.47992557157959,6148
18.86,61.463787,61.45992559377479,6146
18.87,61.443726,61.43992561596998,6144
18.88,61.423675,61.419925638165175,6142
18.89,61.403635,61.399925660360374,6140
18.9,61.383605,61.379925682555566,6138
18.91,61.363585,61.35992570475076,6136
18.92,61.343576,61.33992572694596,6134
18.93,61.323576,61.31992574914115,6132
18.94,61.303587,61.29992577133634,6130
18.95,61.283608,61.27992579353154,6128
18.96,61.26364,61.25992581572673,6126
18.97,61.243681,61.23992583792192,6124
18.98,61.223733,61.21992586011712,6122
18.99,61.203795,61.199925882312314,6120
19.0,61.183867,61.179925904507506,6118
19.01,61.163949,61.159925926702705,6116
19.02,61.144041,61.1399259488979,6114
19.03,61.124144,61.119925971093096,6112
19.04,61.104257,61.09992599328829,6110
19.05,61.084379,61.07992601548348,6108
19.06,61.064512,61.05992603767868,6106
19.07,61.044655,61.03992605987387,6104
19.08,61.024808,61.01992608206906,6102
19.09,61.004972,60.99992610426426,6100
19.1,60.985145,60.989926115361854,6099
19.11,60.965328,60.96992613755705,6097
19.12,60.945522,60.949926159752245,6095
19.13,60.925725,60.92992618194744,6093
19.14,60.905939,60.909926204142636,6091
19.15,60.886163,60.88992622633783,6089
19.16,60.866396,60.86992624853302,6087
19.17,60.84664,60.84992627072822,6085
19.18,60.826894,60.82992629292341,6083
19.19,60.807157,60.8099263151186,6081
19.2,60.787431,60.7899263373138,6079
19.21,60.767715,60.76992635950899,6077
19.22,60.748008,60.749926381704185,6075
19.23,60.728312,60.729926403899384,6073
19.24,60.708626,60.709926426094576,6071
19.25,60.688949,60.68992644828977,6069
19.26,60.669283,60.66992647048497,6067
19.27,60.649626,60.64992649268016,6065
19.28,60.62998,60.62992651487535,6063
19.29,60.610343,60.60992653707055,6061
19.3,60.590716,60.58992655926574,6059
19.31,60.5711,60.56992658146093,6057
19.32,60.551493,60.54992660365613,6055
19.33,60.531896,60.529926625851324,6053
19.34,60.512308,60.50992664804652,6051
19.35,60.492731,60.489926670241715,6049
19.36,60.473164,60.46992669243691,6047
19.37,60.453606,60.449926714632106,6045
19.38,60.434059,60.4299267368273,6043
19.39,60.414521,60.40992675902249,6041
19.4,60.394993,60.38992678121769,6039
19.41,60.375475,60.37992679231528,6038
19.42,60.355966,60.35992681451048,6036
19.43,60.336468,60.33992683670567,6034
19.44,60.316979,60.319926858900864,6032
19.45,60.2975,60.29992688109606,6030
19.46,60.278031,60.279926903291255,6028
19.47,60.258572,60.25992692548645,6026
19.48,60.239122,60.239926947681646,6024
19.49,60.219682,60.21992696987684,6022
19.5,60.200252,60.19992699207203,6020
19.51,60.180832,60.17992701426723,6018
19.52,60.161422,60.15992703646242,6016
19.53,60.142021,60.13992705865761,6014
19.54,60.12263,60.11992708085281,6012
19.55,60.103248,60.099927103048,6010
19.56,60.083877,60.079927125243195,6008
19.57,60.064515,60.059927147438394,6006
19.58,60.045162,60.049927158535986,6005
19.59,60.02582,60.029927180731185,6003
19.6,60.006487,60.00992720292638,6001
19.61,59.987164,59.98992722512157,5999
19.62,59.96785,59.96992724731677,5997
19.63,59.948546,59.94992726951196,5995
19.64,59.929252,59.92992729170716,5993
19.65,59.909967,59.90992731390235,5991
19.66,59.890692,59.88992733609754,5989
19.67,59.871427,59.86992735829274,5987
